years,data
1960,21070.53
1961,23308.2
1962,24345.27
1963,27177.024
1964,24810.548
1965,26854.596
1966,32630.6
1967,34145.222
1968,34661.664
1969,30810.978
1970,33324.993
1971,35084.868
1972,37718.19466
1973,25560.0576
1974,27182.6961
1975,29928.2543
1976,38895.08832
1977,27305.624
1978,27447.08454
1979,29696.12338
1980,29943.93304
1981,25982.53629
1982,27796.17217
1983,27696.07764
1984,29077.63524
1985,23882.6784
1986,26021.46403
1987,29752.41438
1988,29901.31326
1989,27935.62691
1990,29733.22296
1991,31024.98677
1992,32781.61294
1993,33191.11639
1994,30859.48815
1995,29352.14156
1996,34856.19182
1997,37443.51469
1998,35119.02031
1999,34666.98891
2000,34761.70643
2001,33824.9404
2002,32569.83497
2003,32341.73465
2004,35216.7315
2005,34058.87023
2006,31085.53894
2007,34482.19898
2008,34570.19244
2009,33265.3546
