years,data
1960,11178.51343
1961,10720.67799
1962,13866.04908
1963,15079.03986
1964,14335.06468
1965,15250.29917
1966,14713.96404
1967,12950.51274
1968,16283.09584
1969,17140.39138
1970,18396.08203
1971,19016.46445
1972,23385.52026
1973,26504.88384
1974,26435.09049
1975,24467.76804
1976,27166.32377
1977,30364.24283
1978,35858.31141
1979,32847.2424
1980,31518.61768
1981,47378.33732
1982,32663.88998
1983,21499.04153
1984,23149.99821
1985,25666.02291
1986,30775.15831
1987,33705.14752
1988,34956.85952
1989,34656.02769
1990,35041.20861
1991,35909.46889
1992,40736.41188
1993,34896.28371
1994,31942.85546
1995,16723.54442
1996,45456.7936
1997,49537.22031
1998,54148.42883
1999,52555.19696
2000,54329.6105
2001,57225.42625
2002,57829.54474
2003,59455.08462
2004,66470.45587
2005,68454.02984
2006,76766.70205
2007,75974.66032
2008,68795.11272
2009,63527.22422
