years,data
1960,2185.85156
1961,2321.11085
1962,2564.41556
1963,2672.6653
1964,2778.14102
1965,2529.52863
1966,2736.15301
1967,3175.00715
1968,3727.50094
1969,3259.68752
1970,3110.43154
1971,2994.47045
1972,2861.63405
1973,2723.4469
1974,2749.41923
1975,2667.21032
1976,2440.41655
1977,2594.62167
1978,2337.75909
1979,2647.04952
1980,2673.35977
1981,2553.7193
1982,2629.31462
1983,2638.24761
1984,2999.43904
1985,2873.10551
1986,2783.1824
1987,2983.08657
1988,2812.40651
1989,2848.72722
1990,2912.01383
1991,2440.69807
1992,2833.78973
1993,3302.6958
1994,2576.0874
1995,2221.76739
1996,1614.71476
1997,1751.53946
1998,2197.87253
1999,2723.36197
2000,3017.46133
2001,3065.36565
2002,2509.9364
2003,2438.19545
2004,2273.68159
2005,2282.50433
2006,2353.39245
2007,1943.44442
2008,1798.37145
2009,1338.14502
