years,data
1960,4.49692
1961,1.44276
1962,0.95663
1963,2.16611
1964,3.26484
1965,3.72191
1966,7.18618
1967,2.0043
1968,4.91939
1969,8.10858
1970,7.6591
1971,5.348
1972,6.57025
1973,15.089
1974,7.5445
1975,6.98824
1976,8.05194
1977,10.29516
1978,9.8556
1979,11.0
1980,659.0
1981,526.0
1982,153.01629
1983,1185.75642
1984,145.167
1985,60.87959
1986,12.97653
1987,15.31005
1988,31.11991
1989,14.2853
1990,15.07159
1991,20.0078
1992,8.75066
1993,5.75196
1994,2.96724
1995,3.5081
1996,0.74169
1997,2.85263
1998,2.82331
1999,6.03597
2000,8.21708
2001,16.19666
2002,8.45242
2003,5.66022
2004,3.31787
2005,2.97172
2006,2.52508
2007,1.62812
2008,0.20355
2009,0.31973
