years,data
1970,0.61038
1971,0.73061
1972,0.79992
1973,1.4429
1974,2.26919
1975,2.73154
1976,3.25958
1977,5.29293
1978,4.66723
1979,4.87568
1980,5.07883
1981,30.99434
1982,24.42014
1983,17.32408
1984,13.74495
1985,11.37945
1986,6.3354
1987,10.49629
1988,7.58831
1989,8.72421
1990,13.6927
1991,9.76657
1992,4.72593
1993,7.17465
1994,4.35033
1995,5.79644
1996,5.04547
1997,4.62424
1998,2.89582
1999,7.8266
2000,10.52715
2001,12.20568
2002,10.66814
2003,15.4248
2004,21.33425
2005,47.96607
2006,26.89793
2007,18.60033
2008,84.39966
2009,22.28029
