years,data
1970,0.49318
1971,0.53306
1972,0.56918
1973,0.7353
1974,1.09286
1975,1.26542
1976,1.36383
1977,2.00811
1978,2.19734
1979,3.11001
1980,4.08915
1981,4.98086
1982,4.94394
1983,5.08383
1984,5.52302
1985,5.3217
1986,4.11593
1987,3.98388
1988,3.81662
1989,4.22462
1990,5.84919
1991,5.08177
1992,4.45245
1993,4.62193
1994,4.56892
1995,4.43303
1996,4.90008
1997,4.75517
1998,3.92059
1999,4.11234
2000,5.80522
2001,5.52386
2002,5.14096
2003,6.16875
2004,7.84566
2005,10.06861
2006,11.48351
2007,12.8389
2008,16.5982
2009,11.13862
