years,data
1960,28543.11388
1961,30168.1361
1962,32314.81666
1963,34476.1466
1964,37022.27478
1965,30734.67316
1966,33870.01627
1967,36068.36341
1968,38838.08928
1969,42387.56393
1970,46244.80278
1971,50406.67314
1972,54135.62096
1973,57185.58817
1974,58339.70973
1975,54508.61958
1976,58841.29105
1977,62625.99445
1978,66513.48306
1979,69898.0657
1980,71950.86051
1981,70847.64588
1982,71372.34229
1983,70745.71535
1984,85903.49121
1985,92785.37835
1986,91096.13874
1987,93130.36814
1988,96360.90437
1989,105312.541
1990,108202.2465
1991,109367.3816
1992,111273.2133
1993,115238.8736
1994,121020.7854
1995,126433.0902
1996,132415.466
1997,134626.1582
1998,139738.8458
1999,139938.8442
2000,145084.5427
2001,141565.9373
2002,145225.3977
2003,144689.2824
2004,148935.2737
2005,153130.1031
2006,157226.366
2007,162964.5809
2008,160940.5518
2009,155424.9369
