years,data
1960,287.24
1961,276.92
1962,261.44
1963,251.98
1964,250.26
1965,233.92
1966,226.18
1967,216.72
1968,214.14
1969,205.54
1970,202.1
1971,184.9
1972,168.56
1973,154.8
1974,156.52
1975,209.84
1976,240.8
1977,275.2
1978,287.24
1979,363.78
1980,195.53455
1981,263.84724
1982,273.95953
1983,293.00798
1984,305.31205
1985,314.50311
1986,286.47808
1987,143.34598
1988,152.98007
1989,154.66117
1990,156.53516
1991,164.10217
1992,172.17277
1993,163.40512
1994,155.10495
1995,155.10495
1996,161.07052
1997,181.6079
1998,161.38399
1999,169.87789
2000,182.61873
2001,99.98672
2002,101.49285
2003,106.83457
2004,109.50544
2005,450.2025
2006,409.7935
2007,451.8236
2008,472.83865
2009,451.8236
