years,data
1970,0.98931
1971,0.99232
1972,1.02162
1973,1.37973
1974,1.55298
1975,1.6226
1976,1.58538
1977,2.36026
1978,2.67974
1979,2.91932
1980,3.75808
1981,4.22474
1982,4.88795
1983,5.79283
1984,5.77703
1985,6.2371
1986,5.44408
1987,4.92666
1988,5.00367
1989,5.69046
1990,5.96471
1991,5.81846
1992,5.11625
1993,5.53361
1994,5.87755
1995,5.33192
1996,4.83679
1997,6.22564
1998,5.97002
1999,6.05423
2000,7.4412
2001,10.13765
2002,7.81841
2003,9.66797
2004,10.70071
2005,12.40667
2006,14.21868
2007,13.58545
2008,14.85984
2009,11.79744
