years,data
1960,745.4528
1961,553.3314
1962,672.22786
1963,456.59592
1964,98.72989
1965,447.98422
1966,705.83497
1967,366.53875
1968,446.50052
1969,667.5633
1970,690.03297
1971,285.4312
1972,209.68694
1973,674.8175
1974,765.77451
1975,659.5635
1976,790.47447
1977,291.42868
1978,311.77285
1979,702.06799
1980,977.49002
1981,919.63403
1982,821.0258
1983,933.46064
1984,979.20936
1985,1336.18175
1986,1737.58764
1987,1710.59142
1988,1036.26118
1989,2423.22842
1990,2136.93487
1991,2474.45909
1992,2637.68573
1993,3029.06254
1994,2196.17324
1995,2721.54304
1996,2186.89966
1997,2643.22653
1998,2410.69316
1999,2481.95246
2000,2255.97155
2001,2452.22756
2002,2691.68424
2003,1748.12846
2004,1392.52683
2005,1649.76501
2006,1966.05491
2007,2648.69455
2008,3077.28595
2009,2644.59888
