years,data
1970,451.80672
1971,473.71095
1972,503.63536
1973,545.12872
1974,714.90422
1975,777.84015
1976,860.38164
1977,975.50211
1978,1092.20536
1979,1297.48964
1980,1684.8314
1981,2010.44535
1982,1814.98912
1983,1749.9855
1984,1831.90014
1985,1766.2322
1986,1539.53609
1987,1609.10439
1988,1637.20314
1989,1750.76029
1990,1934.04277
1991,1918.80003
1992,1871.51787
1993,1931.95171
1994,1844.80177
1995,1686.54255
1996,1844.57317
1997,1959.15681
1998,1827.22542
1999,1893.67977
2000,2248.73417
2001,2314.89901
2002,2116.58363
2003,2381.01998
2004,2767.28943
2005,3365.81665
2006,3702.92891
2007,3996.08757
2008,4466.70285
2009,3215.37503
