years,data
1960,1027.93689
1961,899.66239
1962,1042.2085
1963,953.65345
1964,1382.40139
1965,1205.55521
1966,982.12661
1967,736.23487
1968,1322.2735
1969,1511.08853
1970,2126.66151
1971,1995.14508
1972,2396.79635
1973,2864.1625
1974,2179.72623
1975,2298.78792
1976,2419.19099
1977,3254.4787
1978,3045.75951
1979,3575.71065
1980,2196.11481
1981,3513.62813
1982,1629.21618
1983,2477.19634
1984,1960.64008
1985,2595.01091
1986,2812.14637
1987,2520.34526
1988,2267.34245
1989,1587.39673
1990,1486.40087
1991,1782.71075
1992,1440.35526
1993,1265.52737
1994,1083.34447
1995,1907.09353
1996,2023.59653
1997,2080.23286
1998,1895.7986
1999,2174.58234
2000,2271.07231
2001,2179.58675
2002,2078.05919
2003,2322.43391
2004,2280.03377
2005,1922.83571
2006,2215.70935
2007,2325.517
2008,2335.17414
2009,1515.79106
