years,data
1960,6627.60303
1961,6383.18415
1962,6119.23528
1963,6012.20356
1964,6200.87713
1965,5626.92142
1966,5503.67683
1967,5311.94572
1968,5259.08546
1969,5014.25154
1970,4857.5794
1971,4679.22274
1972,4535.82072
1973,4221.0506
1974,4152.82025
1975,5342.7819
1976,5990.5815
1977,7036.09195
1978,7677.32186
1979,9219.61811
1980,5245.14218
1981,6811.63257
1982,7213.8757
1983,8267.24898
1984,8947.27462
1985,9184.80922
1986,9389.1191
1987,6882.35499
1988,7557.91736
1989,6827.08737
1990,5892.26845
1991,6168.24334
1992,5962.41767
1993,5097.85589
1994,5225.57276
1995,6322.92408
1996,5672.70185
1997,6402.55587
1998,6930.08464
1999,6699.40501
2000,7323.19479
2001,4336.58586
2002,4400.64321
2003,4302.16571
2004,4295.81309
2005,13020.14274
2006,12990.47148
2007,14471.1765
2008,16129.4421
2009,17295.22312
