years,data
1970,387.63789
1971,418.7553
1972,452.50457
1973,504.14657
1974,714.23713
1975,818.06674
1976,926.72998
1977,1090.48599
1978,1200.39158
1979,1471.68553
1980,2013.9923
1981,2454.22978
1982,2203.45026
1983,2166.45694
1984,2195.57843
1985,2097.07564
1986,1719.91805
1987,1845.67009
1988,1876.28407
1989,2082.13738
1990,2394.43129
1991,2369.05512
1992,2375.32236
1993,2535.63708
1994,2458.84323
1995,2255.7341
1996,2568.00202
1997,2793.53049
1998,2540.9475
1999,2748.21177
2000,3477.39994
2001,3553.57298
2002,3188.57091
2003,3749.45377
2004,4489.62605
2005,5741.57995
2006,6499.67408
2007,7153.044
2008,8210.26622
2009,5618.19672
