years,data
1970,1.12444
1971,1.19979
1972,1.222
1973,1.38334
1974,2.54701
1975,2.60379
1976,2.93242
1977,3.41364
1978,3.72381
1979,3.9906
1980,5.35804
1981,6.36724
1982,6.7851
1983,7.54374
1984,7.32721
1985,9.02248
1986,8.23846
1987,8.06942
1988,8.4069
1989,8.27912
1990,10.09545
1991,8.99502
1992,7.23179
1993,8.55782
1994,12.23604
1995,12.5316
1996,11.33407
1997,11.30434
1998,10.23852
1999,10.82522
2000,13.42556
2001,15.42169
2002,15.56546
2003,16.80463
2004,18.68988
2005,21.39448
2006,22.97476
2007,26.11696
2008,30.92833
2009,24.7774
