years,data
1960,0.0
1961,0.0
1962,0.0
1963,0.0
1964,0.0
1965,0.0
1966,0.0
1967,0.0
1968,0.0
1969,0.0
1970,0.0
1971,0.0
1972,0.0
1973,0.0
1974,6.737
1975,17.659
1976,18.567
1977,21.495
1978,0.0
1979,0.0
1980,0.0
1981,0.0
1982,0.0
1983,0.0
1984,0.0
1985,0.0
1986,0.0
1987,0.0
1988,0.0
1989,0.0
1990,0.0
1991,108.577
1992,0.0
1993,0.0
1994,0.021
1995,336.516
1996,0.0
1997,163.2
1998,4.0
1999,0.0
2000,47.217
2001,54.954
2002,82.64628
2003,55.18524
2004,171.33025
2005,103.11404
2006,127.54604
2007,223.66564
2008,87.91628
2009,122.98368
