years,data
1970,0.7663
1971,0.78952
1972,0.79726
1973,1.06818
1974,1.71063
1975,2.35481
1976,2.54272
1977,2.63617
1978,2.83141
1979,3.41478
1980,0.0
1981,6.54566
1982,6.58566
1983,8.40778
1984,8.31444
1985,11.17667
1986,4.98556
1987,4.69778
1988,5.08667
1989,5.38222
1990,7.44333
1991,5.82556
1992,5.22667
1993,5.72444
1994,5.00111
1995,5.04778
1996,5.27333
1997,4.9
1998,6.57222
1999,6.51778
2000,9.66
2001,8.84142
2002,9.04793
2003,8.95938
2004,11.42654
2005,13.54629
2006,21.7857
2007,23.88232
2008,29.60751
2009,24.70834
