years,data
1960,5052.58172
1961,6699.79638
1962,9119.13298
1963,9441.39638
1964,10061.01899
1965,11363.9492
1966,12239.78912
1967,11983.62981
1968,12691.06024
1969,14428.25957
1970,16211.87234
1971,17049.1089
1972,19082.80079
1973,20376.82908
1974,21727.60918
1975,23432.67429
1976,24578.29082
1977,24754.83452
1978,25344.336
1979,27517.78
1980,27306.236
1981,34231.24826
1982,27538.28271
1983,26997.37835
1984,25477.98404
1985,28854.75855
1986,28516.70783
1987,28980.72959
1988,31600.18
1989,33171.56977
1990,34235.12088
1991,35501.75423
1992,37720.52324
1993,37494.66248
1994,38566.7163
1995,40915.96018
1996,43615.3128
1997,45219.25988
1998,42817.11294
1999,42500.62264
2000,40859.16403
2001,38817.45735
2002,37622.00515
2003,37236.862
2004,40623.87251
2005,38824.0971
2006,41829.0455
2007,41903.76148
2008,43910.22561
2009,38215.75115
