years,data
1960,6137.607
1961,6661.97
1962,7302.271
1963,7863.273
1964,8380.59
1965,8605.015
1966,9570.191
1967,10023.737
1968,10737.252
1969,12447.04
1970,13768.97
1971,15231.477
1972,17393.456
1973,19124.959
1974,20282.921
1975,21167.698
1976,22128.216
1977,23314.993
1978,24028.0
1979,26052.0
1980,26762.0
1981,28825.784
1982,26863.175
1983,27883.403
1984,29746.743
1985,33000.801
1986,33985.076
1987,36638.916
1988,38916.341
1989,40747.595
1990,41469.585
1991,41848.417
1992,43651.272
1993,44407.854
1994,47282.035
1995,48588.969
1996,52084.539
1997,54455.835
1998,55843.277
1999,57661.946
2000,61130.045
2001,62274.304
2002,62600.737
2003,64079.56
2004,66933.251
2005,69390.686
2006,73252.776
2007,77193.206
2008,76267.916
2009,73432.929
