years,data
1970,0.24729
1971,0.46254
1972,0.80495
1973,2.0923
1974,4.00117
1975,2.2938
1976,6.03008
1977,10.71107
1978,6.9211
1979,3.1357
1980,3.82106
1981,1.54463
1982,5.44533
1983,0.1757
1984,0.43405
1985,0.79962
1986,0.54863
1987,0.31619
1988,0.46568
1989,0.05885
1990,0.24685
1991,2.04949
1992,0.96065
1993,2.54782
1994,0.72634
1995,1.2061
1996,1.6662
1997,0.25076
1998,0.2652
1999,0.47537
2000,0.64362
2001,0.64917
2002,0.74695
2003,0.0
2004,1.12123
2005,0.97505
2006,0.95379
2007,1.36454
2008,0.0
2009,0.0
