years,data
1960,-14965.75194
1961,-16277.01415
1962,-15044.71745
1963,-8686.13176
1964,4277.6958
1965,6384.18716
1966,4462.91435
1967,13962.97118
1968,6104.23497
1969,10428.52018
1970,25352.87314
1971,24285.1272
1972,31742.43064
1973,28985.77882
1974,15258.50202
1975,15608.7503
1976,-19977.74331
1977,-44182.93097
1978,-35480.12023
1979,-69405.44621
1980,-85621.93544
1981,-100721.6751
1982,-105473.92
1983,-123025.3799
1984,-149834.4714
1985,-137017.5779
1986,-163284.855
1987,-143952.9679
1988,-220881.2324
1989,-98723.64934
1990,-185367.4493
1991,-224362.6495
1992,-240601.0528
1993,-204296.7771
1994,-211860.3979
1995,-183150.887
1996,-171949.6195
1997,-210871.5617
1998,-226710.4267
1999,-219643.992
2000,-238569.5112
2001,-241263.913
2002,-252406.2714
2003,-235691.9208
2004,-287810.1272
2005,-218060.3657
2006,-200419.1135
2007,-228002.7826
2008,-299182.0802
2009,-279871.5461
