years,data
1960,3819.24697
1961,3715.2121
1962,3628.19694
1963,3937.01824
1964,4057.80989
1965,3695.21696
1966,3679.36818
1967,4180.13105
1968,4147.20373
1969,4389.1241
1970,4339.3804
1971,4526.40288
1972,4782.42417
1973,4574.10469
1974,4782.71253
1975,5413.77876
1976,5816.28547
1977,6838.2955
1978,7128.91807
1979,8291.19153
1980,17835.00581
1981,21451.13133
1982,21592.71134
1983,23637.46993
1984,25139.34211
1985,25557.79475
1986,24042.52306
1987,17521.24706
1988,18364.61939
1989,15620.34064
1990,13740.58609
1991,14585.36246
1992,15094.93557
1993,13594.36811
1994,13458.90461
1995,14379.84124
1996,12789.83596
1997,14517.49289
1998,10834.30734
1999,11450.0966
2000,12150.50642
2001,8025.07422
2002,7771.47458
2003,8123.99594
2004,8246.10071
2005,10731.63124
2006,10109.70403
2007,11066.15794
2008,11510.53166
2009,11122.78943
