years,data
1960,423.4
1961,423.4
1962,226.2
1963,394.4
1964,371.2
1965,562.6
1966,765.6
1967,16959.2
1968,19546.0
1969,14111.4
1970,10347.2
1971,7168.8
1972,5759.4
1973,4663.2
1974,4292.0
1975,3683.0
1976,3010.2
1977,2476.6
1978,2424.4
1979,2737.6
1980,2354.8
1981,2070.6
1982,1943.0
1983,1374.6
1984,1247.0
1985,1015.0
1986,933.8
1987,754.0
1988,661.2
1989,794.6
1990,701.8
1991,643.8
1992,545.2
1993,423.4
1994,377.0
1995,411.8
1996,487.2
1997,475.6
1998,452.4
1999,382.8
2000,342.2
2001,342.2
2002,365.4
2003,272.6
2004,301.6
2005,290.0
2006,319.0
2007,249.4
2008,301.6
2009,266.8
