years,data
1970,9.69864
1971,9.63572
1972,11.2387
1973,12.86899
1974,17.98452
1975,16.27072
1976,13.98094
1977,17.53466
1978,20.92011
1979,33.04385
1980,39.27987
1981,37.01718
1982,51.5936
1983,58.34245
1984,48.81395
1985,63.66399
1986,60.92423
1987,70.6713
1988,58.46969
1989,61.14414
1990,57.88995
1991,63.62246
1992,64.90708
1993,70.42736
1994,80.65358
1995,79.93745
1996,70.05741
1997,57.98128
1998,59.57458
1999,79.11569
2000,90.42623
2001,102.25193
2002,85.37849
2003,104.96127
2004,102.0155
2005,106.83668
2006,137.03281
2007,151.61974
2008,289.16502
2009,201.93225
