years,data
1960,8177.68803
1961,9824.35902
1962,10049.81268
1963,13496.6715
1964,14656.47869
1965,10428.68204
1966,10946.86914
1967,10355.83808
1968,17593.89967
1969,17442.32239
1970,18594.26542
1971,18427.48472
1972,26134.32384
1973,32883.80178
1974,29559.94774
1975,27703.86613
1976,29376.36494
1977,35063.18691
1978,37918.44755
1979,39519.70854
1980,37745.09544
1981,38673.22886
1982,33825.47926
1983,36593.36158
1984,38208.54857
1985,44412.06284
1986,44945.74479
1987,42967.2472
1988,45233.12973
1989,43636.19806
1990,46230.0839
1991,42088.02589
1992,48422.45459
1993,65756.47263
1994,61882.69916
1995,64471.3291
1996,73501.91508
1997,75196.77817
1998,80413.76956
1999,87301.66442
2000,84310.20095
2001,93464.47352
2002,88754.42874
2003,97683.97904
2004,110291.7013
2005,119155.8868
2006,126422.645
2007,124088.2248
2008,115680.8552
2009,109852.2557
