years,data
1970,0.41266
1971,0.44099
1972,0.4519
1973,0.46671
1974,0.54609
1975,0.72125
1976,0.87634
1977,1.2383
1978,1.52392
1979,2.06671
1980,2.56801
1981,3.00683
1982,3.82781
1983,3.95863
1984,4.17255
1985,4.25089
1986,3.77439
1987,3.61763
1988,3.65571
1989,3.51401
1990,3.59381
1991,3.42596
1992,4.03402
1993,3.90975
1994,3.47266
1995,3.67059
1996,3.76193
1997,3.51982
1998,3.20655
1999,3.36627
2000,4.74229
2001,6.19137
2002,6.37869
2003,6.45798
2004,6.79302
2005,8.33537
2006,9.71751
2007,10.22736
2008,10.20259
2009,8.04313
