years,data
1960,1227.33356
1961,1274.09044
1962,1133.20034
1963,1057.28404
1964,832.86382
1965,1545.31977
1966,1852.98935
1967,1704.14779
1968,1253.58373
1969,1356.79639
1970,1386.98305
1971,1710.13731
1972,2636.72307
1973,3581.72467
1974,3223.15846
1975,3113.07743
1976,3268.65595
1977,4541.34761
1978,5640.74677
1979,3929.41938
1980,3570.44467
1981,2993.86656
1982,2173.61767
1983,2220.96161
1984,2603.78535
1985,1798.80262
1986,2823.44284
1987,2067.09795
1988,1889.48179
1989,3114.29385
1990,2768.40398
1991,2604.66099
1992,2738.09202
1993,2532.05771
1994,2761.16447
1995,3589.66344
1996,4066.17535
1997,4229.42446
1998,3620.06983
1999,4157.2424
2000,4221.73981
2001,4337.84512
2002,3750.17295
2003,2957.01713
2004,3141.10182
2005,4920.64216
2006,4542.37139
2007,4299.74731
2008,5885.23099
2009,4748.5824
