years,data
1960,4621.67001
1961,5976.69804
1962,5851.19444
1963,6523.15714
1964,7228.28106
1965,7610.37046
1966,9235.34229
1967,9961.61037
1968,11063.76485
1969,13353.2032
1970,14764.64865
1971,16824.8552
1972,19851.2139
1973,22918.45177
1974,24209.07489
1975,24353.18412
1976,24903.01086
1977,26800.48206
1978,28633.504
1979,31745.248
1980,32881.444
1981,32516.49648
1982,32425.80552
1983,35575.9004
1984,37907.9751
1985,41794.19534
1986,42785.30286
1987,47156.36829
1988,50262.06623
1989,52024.47
1990,52468.65781
1991,53368.79459
1992,55377.77336
1993,56997.76708
1994,62140.60985
1995,61537.25224
1996,67375.02729
1997,70568.92202
1998,73736.34986
1999,76829.48822
2000,84767.65294
2001,89394.98686
2002,90119.83897
2003,94654.06624
2004,98677.26121
2005,104214.9167
2006,110437.8247
2007,117497.8737
2008,113402.4944
2009,112073.4283
