years,data
1960,140274.585
1961,159092.955
1962,163460.655
1963,169532.724
1964,174623.0
1965,166063.384
1966,174447.576
1967,169085.3661
1968,189964.9013
1969,210332.0103
1970,204382.7089
1971,225898.1239
1972,241355.3408
1973,226324.748
1974,204955.2307
1975,164345.6261
1976,180180.8666
1977,176448.9725
1978,186366.0558
1979,180579.7877
1980,173977.1714
1981,192207.5839
1982,142322.8669
1983,120418.0545
1984,126844.1484
1985,137315.0258
1986,105197.2061
1987,121405.8387
1988,128594.321
1989,151467.8402
1990,130781.2465
1991,128178.1975
1992,133771.0614
1993,118159.0624
1994,139733.0287
1995,127944.6977
1996,125264.8684
1997,137588.4515
1998,161086.4893
1999,167770.1576
2000,208137.0766
2001,244424.0247
2002,255247.2894
2003,275650.1151
2004,356264.7418
2005,329301.673
2006,365229.5651
2007,401991.6341
2008,409965.9579
2009,376674.7907
