years,data
1970,1.73472
1971,1.81029
1972,1.90948
1973,2.12551
1974,3.03013
1975,3.46396
1976,3.79919
1977,4.26143
1978,4.56684
1979,5.52788
1980,7.70771
1981,8.84407
1982,9.28955
1983,8.84034
1984,8.73767
1985,8.8907
1986,7.74288
1987,7.63175
1988,7.83106
1989,8.24756
1990,8.99061
1991,9.10001
1992,9.58428
1993,9.52122
1994,9.56759
1995,9.64333
1996,9.94624
1997,10.32187
1998,9.28898
1999,9.984
2000,12.00892
2001,12.92874
2002,12.00603
2003,13.67991
2004,15.1167
2005,17.42068
2006,19.35315
2007,20.11723
2008,23.06592
2009,18.40528
