years,data
1960,106520.1055
1961,102926.6205
1962,106151.8591
1963,104681.7449
1964,105100.1187
1965,108520.5634
1966,109856.0194
1967,109079.8604
1968,118641.5821
1969,132074.4422
1970,132222.0514
1971,125242.9905
1972,133886.8735
1973,132359.4902
1974,132483.7301
1975,128845.4579
1976,142280.5765
1977,159856.3074
1978,167032.9963
1979,170045.3816
1980,162442.7946
1981,165797.7628
1982,181168.1859
1983,174845.84
1984,167901.95
1985,182245.9485
1986,208476.9772
1987,211723.0753
1988,216346.8115
1989,214838.8575
1990,206241.6414
1991,180741.8833
1992,183052.6487
1993,183077.5202
1994,181547.2874
1995,172137.3294
1996,175402.9585
1997,174521.3611
1998,170537.5867
1999,167803.7675
2000,170298.0832
2001,178560.5417
2002,176372.014
2003,181887.8918
2004,182266.1432
2005,182802.5629
2006,184799.4085
2007,177912.6412
2008,169352.8321
2009,160587.0629
