years,data
1960,3039.30847
1961,3006.4363
1962,2715.3804
1963,2608.54576
1964,2462.67538
1965,2623.61216
1966,2151.39681
1967,2123.94154
1968,2394.10163
1969,2519.29774
1970,2529.73077
1971,2536.75501
1972,2614.57849
1973,3355.10988
1974,3287.43727
1975,2936.99002
1976,3932.20171
1977,3286.64892
1978,3386.97127
1979,3317.18182
1980,3240.84957
1981,3554.52228
1982,2779.45169
1983,3021.96503
1984,2992.79861
1985,3062.47395
1986,2984.15674
1987,3192.64262
1988,3311.46874
1989,3263.9383
1990,3248.27485
1991,4016.03217
1992,4259.75419
1993,4576.27629
1994,4640.21375
1995,4640.84679
1996,5388.70042
1997,4843.63787
1998,4691.58443
1999,4145.29565
2000,3663.38435
2001,4104.61835
2002,3633.67862
2003,3506.09335
2004,3474.19702
2005,3542.99297
2006,3436.0281
2007,2876.45467
2008,2515.53346
2009,1605.95381
