years,data
1970,6.18116
1971,6.66635
1972,6.56789
1973,7.07681
1974,11.27595
1975,13.89995
1976,15.82551
1977,20.13158
1978,23.24728
1979,39.33226
1980,68.55093
1981,104.05868
1982,91.8007
1983,108.61765
1984,135.21917
1985,133.93417
1986,97.81205
1987,123.80544
1988,133.52285
1989,149.0239
1990,146.24751
1991,146.87094
1992,140.89245
1993,101.93955
1994,94.02134
1995,92.15076
1996,109.60496
1997,69.99696
1998,53.79955
1999,58.07653
2000,93.74744
2001,84.04164
2002,77.37721
2003,97.75502
2004,113.83995
2005,100.20115
2006,105.08786
2007,127.09005
2008,165.10283
2009,117.48414
