years,data
1970,0.77924
1971,0.94155
1972,1.14263
1973,1.29864
1974,2.36156
1975,2.92421
1976,3.07745
1977,3.3017
1978,3.59938
1979,4.53439
1980,5.99913
1981,7.06838
1982,7.37904
1983,6.7887
1984,6.25144
1985,7.5374
1986,4.42443
1987,5.07908
1988,4.80596
1989,5.56255
1990,6.49203
1991,6.24994
1992,7.15261
1993,6.66862
1994,6.6338
1995,6.5236
1996,7.55512
1997,7.13046
1998,6.2592
1999,7.21931
2000,9.63057
2001,8.80037
2002,8.41138
2003,10.66495
2004,13.64715
2005,16.70801
2006,19.36115
2007,20.67568
2008,25.60224
2009,16.54231
