years,data
1960,17444.596
1961,15368.023
1962,22833.961
1963,25333.901
1964,22097.847
1965,30522.512
1966,26235.871
1967,35276.79
1968,27174.505
1969,40417.677
1970,38081.569
1971,39017.899
1972,31755.185
1973,38754.294
1974,46422.108
1975,40102.711
1976,23192.757
1977,14250.78
1978,37205.741
1979,33919.614
1980,40779.595
1981,29764.085
1982,50226.206
1983,56885.425
1984,43159.017
1985,31717.063
1986,41458.656
1987,24564.494
1988,23474.13
1989,30801.148
1990,23785.142
1991,21949.639
1992,20159.985
1993,40480.943
1994,23008.655
1995,48029.167
1996,44739.859
1997,41049.231
1998,49536.529
1999,40726.104
2000,38325.758
2001,25541.776
2002,31140.628
2003,36369.789
2004,34140.92587
2005,39626.44096
2006,48039.98599
2007,27314.36313
2008,24127.80962
2009,27887.70666
