years,data
1960,0.0
1961,0.0
1962,0.0
1963,543.40419
1964,606.59819
1965,580.39279
1966,1229.51814
1967,1553.29474
1968,1715.84633
1969,1776.03577
1970,1767.08911
1971,1753.15796
1972,1791.84894
1973,1753.18881
1974,1909.21774
1975,1651.06191
1976,1498.0276
1977,1518.05662
1978,1530.64629
1979,1772.22079
1980,1849.04638
1981,2002.55134
1982,1437.09421
1983,1289.87305
1984,1255.1612
1985,1071.91606
1986,1551.89379
1987,1581.5241
1988,1616.45066
1989,1766.46308
1990,1581.07082
1991,848.44899
1992,1070.33202
1993,995.02554
1994,1130.53549
1995,1058.5207
1996,748.17758
1997,837.25571
1998,911.58031
1999,783.71381
2000,957.69221
2001,2116.28319
2002,2497.08234
2003,2627.39718
2004,3212.38548
2005,2994.78918
2006,975.40559
2007,872.41686
2008,740.13998
2009,731.91033
