years,data
1960,1406.21091
1961,1359.5748
1962,1383.40629
1963,1427.44595
1964,1498.1267
1965,1309.03985
1966,1610.74145
1967,1544.32925
1968,1403.6823
1969,1389.32926
1970,1481.57157
1971,1477.2873
1972,1495.68503
1973,1564.52836
1974,1603.79673
1975,1622.40023
1976,2042.13553
1977,2554.40019
1978,3072.95217
1979,2499.59554
1980,1794.70633
1981,1560.11581
1982,1449.40873
1983,1732.95421
1984,1510.65682
1985,1758.74544
1986,1755.27794
1987,2521.5804
1988,1772.81683
1989,1783.12295
1990,1927.50098
1991,1647.08705
1992,1485.44831
1993,261.5281
1994,226.26586
1995,236.2517
1996,231.04066
1997,233.01678
1998,249.71276
1999,235.74403
2000,237.4455
2001,245.50508
2002,253.32181
2003,261.56643
2004,271.11465
2005,274.31209
2006,285.02174
2007,279.7258
2008,277.16477
2009,269.19156
