years,data
1960,280568.7493
1961,272675.9467
1962,283480.1495
1963,277390.2914
1964,293058.8075
1965,296339.0129
1966,307450.5631
1967,287618.3462
1968,316730.1206
1969,330841.1186
1970,331538.398
1971,329898.5619
1972,350438.0287
1973,371396.6904
1974,367786.9723
1975,361363.2797
1976,387187.9381
1977,431330.6281
1978,454365.8876
1979,517738.1286
1980,455047.2905
1981,306929.4445
1982,305032.9905
1983,446063.6949
1984,475447.5513
1985,458177.9114
1986,451270.9233
1987,461376.9878
1988,490704.5006
1989,472334.3835
1990,471023.4267
1991,410366.4233
1992,426647.5343
1993,393036.1691
1994,416457.5172
1995,403219.8236
1996,431862.676
1997,417675.3575
1998,414238.4418
1999,449872.0163
2000,421701.1866
2001,478354.9839
2002,476293.7167
2003,448623.5746
2004,453232.8915
2005,459451.6781
2006,427463.2811
2007,436307.8934
2008,375156.5302
2009,337568.446
