years,data
1970,0.2262
1971,0.77756
1972,2.45
1973,2.72363
1974,2.93156
1975,3.44769
1976,9.42906
1977,30.45121
1978,44.05184
1979,65.28364
1980,86.17036
1981,46.371
1982,12.24781
1983,8.79526
1984,9.11147
1985,10.20499
1986,9.70019
1987,8.3647
1988,3.91756
1989,7.14085
1990,7.02399
1991,3.9754
1992,3.79275
1993,3.88952
1994,1.78929
1995,2.88059
1996,4.28665
1997,8.15876
1998,4.74895
1999,5.30835
2000,32.44318
2001,50.46428
2002,7.46216
2003,9.13301
2004,12.54216
2005,13.92854
2006,16.22413
2007,15.89201
2008,23.02406
2009,9.69914
