years,data
1960,334296.7593
1961,410442.9638
1962,410637.6866
1963,460018.7687
1964,555603.8545
1965,528667.8017
1966,639627.5257
1967,621709.0082
1968,731532.9702
1969,630224.132
1970,670628.8941
1971,593219.8604
1972,643349.9464
1973,483768.8541
1974,312293.8452
1975,291859.7738
1976,313004.4588
1977,380234.6691
1978,320297.3136
1979,469053.6172
1980,545785.9434
1981,691377.216
1982,562125.3687
1983,487389.0643
1984,601650.7508
1985,700253.5053
1986,464216.1251
1987,667781.8525
1988,572843.5743
1989,675485.451
1990,648937.7234
1991,646499.0127
1992,788627.5425
1993,694233.0098
1994,834864.5791
1995,619971.5613
1996,538602.0767
1997,607929.3551
1998,664041.6392
1999,739182.2656
2000,911244.0677
2001,999529.0399
2002,742307.7179
2003,721848.2657
2004,793193.4954
2005,709313.7081
2006,795842.0371
2007,860407.8845
2008,882428.1982
2009,830777.2644
