years,data
1970,0.65445
1971,0.69175
1972,0.72344
1973,0.77006
1974,0.83718
1975,0.91736
1976,0.97516
1977,1.04228
1978,1.12432
1979,1.55928
1980,1.73958
1981,1.23608
1982,1.27681
1983,1.11552
1984,1.28036
1985,0.78904
1986,0.32132
1987,0.94568
1988,0.87068
1989,0.0
1990,0.0
1991,0.0
1992,0.0
1993,0.0
1994,2.44013
1995,2.58784
1996,1.54108
1997,0.81662
1998,0.92017
1999,0.67244
2000,1.48315
2001,1.74455
2002,2.26739
2003,2.7614
2004,3.20244
2005,3.76706
2006,4.17447
2007,7.7755
2008,2.66308
2009,3.245581642
