years,data
1970,283.02118
1971,374.04175
1972,340.61873
1973,460.72192
1974,673.10132
1975,719.42984
1976,818.32129
1977,929.70759
1978,1090.89558
1979,1743.45193
1980,2390.80651
1981,3002.98088
1982,2898.21145
1983,2720.94755
1984,2914.19679
1985,2775.75673
1986,2297.66329
1987,2358.55596
1988,2778.9376
1989,3067.60774
1990,3368.42518
1991,3202.76383
1992,3049.21005
1993,2938.58902
1994,3194.39281
1995,3302.85565
1996,3693.54194
1997,3887.43581
1998,3290.07127
1999,3985.14844
2000,5664.66123
2001,5390.5246
2002,4800.46174
2003,7663.95661
2004,7460.5375
2005,9879.35466
2006,11258.38593
2007,11772.46537
2008,14293.73544
2009,8991.53808
