years,data
1960,1.035
1961,1.035
1962,1.035
1963,1.069
1964,1.071
1965,1.073
1966,1.072
1967,1.072
1968,1.069
1969,1.069
1970,1.054
1971,1.054
1972,1.054
1973,1.053
1974,1.056
1975,1.057
1976,1.053
1977,1.052
1978,1.0532
1979,1.0497
1980,1.046
1981,1.048
1982,1.049
1983,1.043
1984,1.042
1985,1.043
1986,1.039
1987,1.03
1988,1.031
1989,1.037
1990,1.032
1991,1.027
1992,1.029
1993,1.036
1994,1.023
1995,1.016
1996,1.032
1997,1.018
1998,1.047
1999,1.017
2000,0.979
2001,1.02
2002,1.02
2003,1.021
2004,1.023
2005,1.025
2006,1.026
2007,1.019
2008,1.029
2009,1.027
