years,data
1960,22930.00015
1961,22316.39864
1962,22359.41017
1963,22352.23302
1964,23473.40759
1965,27182.63107
1966,28237.74632
1967,26819.00194
1968,29459.38773
1969,23618.6257
1970,24059.70168
1971,24770.57111
1972,26524.36429
1973,29656.74865
1974,28403.23713
1975,22026.94372
1976,24469.40595
1977,29741.60273
1978,31939.45157
1979,33421.17608
1980,29760.98502
1981,28541.94143
1982,26027.85538
1983,27250.46931
1984,29059.14238
1985,27082.14948
1986,26480.27866
1987,29937.46579
1988,28869.91006
1989,29611.53742
1990,30472.51881
1991,27261.18058
1992,27793.68334
1993,28301.19308
1994,29580.42372
1995,29072.40392
1996,28214.48286
1997,29805.3602
1998,31201.90469
1999,31528.34313
2000,31055.51748
2001,28453.70101
2002,28117.06137
2003,25994.1914
2004,26334.40146
2005,26197.19527
2006,25523.40591
2007,26357.35415
2008,24469.6218
2009,21999.91099
