years,data
1970,106.37623
1971,162.46718
1972,150.63309
1973,178.7506
1974,357.31067
1975,397.54601
1976,475.20005
1977,585.87506
1978,743.19096
1979,979.86876
1980,2150.86711
1981,2931.95812
1982,2375.61724
1983,1881.36322
1984,2306.67299
1985,1798.79901
1986,851.67297
1987,1005.43681
1988,775.97349
1989,824.33689
1990,1265.10838
1991,705.10697
1992,387.78261
1993,421.00014
1994,491.27994
1995,607.77523
1996,515.88304
1997,448.17301
1998,227.44267
1999,627.21347
2000,1317.87895
2001,819.87841
2002,1109.20758
2003,866.10846
2004,1101.07925
2005,1201.44
2006,1724.10472
2007,2044.60064
2008,4239.09356
2009,3050.13653
