years,data
1960,856.36587
1961,718.47322
1962,846.09771
1963,881.19063
1964,798.72647
1965,836.16743
1966,703.8374
1967,865.35424
1968,915.73314
1969,847.17808
1970,1154.383
1971,1407.20442
1972,1586.67488
1973,1410.41395
1974,1483.55823
1975,1450.54404
1976,1621.37123
1977,1759.57286
1978,2124.64188
1979,2900.01524
1980,1918.36859
1981,3943.0773
1982,3552.96194
1983,4189.52159
1984,6180.27993
1985,4413.53088
1986,3390.26273
1987,3069.83565
1988,3294.6331
1989,3267.1942
1990,3345.76393
1991,2745.15259
1992,2355.29584
1993,2373.59436
1994,3657.12555
1995,2043.10977
1996,1736.96626
1997,1263.5728
1998,2421.03443
1999,1388.20891
2000,1231.16959
2001,1409.45794
2002,1809.34094
2003,1713.90474
2004,1730.48122
2005,3049.60203
2006,3129.05485
2007,2729.08818
2008,4753.50667
2009,3604.91824
