years,data
1970,1.36714
1971,1.46201
1972,1.50527
1973,1.62712
1974,2.49006
1975,2.77357
1976,3.01119
1977,3.65737
1978,4.14721
1979,4.18306
1980,5.2069
1981,6.09625
1982,7.01198
1983,7.26155
1984,7.1238
1985,10.11042
1986,9.45167
1987,8.87355
1988,8.93874
1989,7.99149
1990,9.48595
1991,9.84301
1992,9.81553
1993,9.76576
1994,10.7044
1995,10.83816
1996,12.18663
1997,12.39813
1998,10.82819
1999,11.14231
2000,14.21159
2001,15.4318
2002,12.81657
2003,13.75306
2004,15.78692
2005,18.92637
2006,21.82902
2007,23.7957
2008,27.64011
2009,21.57086
