years,data
1970,1.36714
1971,1.46201
1972,1.50527
1973,1.62712
1974,2.49006
1975,2.77357
1976,3.01119
1977,3.65737
1978,4.14721
1979,4.18306
1980,5.2069
1981,6.09625
1982,7.01198
1983,7.26155
1984,7.1238
1985,10.81765
1986,10.17692
1987,9.61902
1988,9.68346
1989,8.76948
1990,10.28941
1991,11.61015
1992,11.57781
1993,11.66764
1994,12.08583
1995,12.32294
1996,12.21755
1997,11.85025
1998,10.33149
1999,12.45133
2000,15.45162
2001,16.83951
2002,14.27512
2003,16.27225
2004,18.42289
2005,21.10442
2006,23.10291
2007,25.32164
2008,30.38
2009,23.38449
