years,data
1960,0.51168
1961,55.27264
1962,83.84509
1963,2287.60522
1964,4368.91659
1965,3192.78133
1966,1895.46722
1967,6502.68025
1968,17003.40842
1969,27127.08075
1970,34375.38659
1971,38137.4837
1972,34266.3591
1973,28689.30377
1974,41276.82675
1975,66855.44071
1976,53107.03848
1977,87395.5072
1978,83800.5873
1979,95319.99209
1980,53664.94933
1981,35367.1435
1982,41357.33388
1983,61214.20334
1984,153366.016
1985,209564.9433
1986,277331.5318
1987,317297.9841
1988,327209.1019
1989,344145.6032
1990,345955.2837
1991,330684.2207
1992,369043.4423
1993,331723.5888
1994,352778.3811
1995,317794.0496
1996,358119.3206
1997,320194.1663
1998,362927.8152
1999,348735.9057
2000,366845.3417
2001,346911.4474
2002,358707.1343
2003,370922.8752
2004,315603.2578
2005,377312.5155
2006,333520.1688
2007,375284.2577
2008,339538.015
2009,332249.3898
