years,data
1960,6766.47295
1961,6766.47295
1962,6499.87494
1963,4222.63
1964,3654.42154
1965,4044.72913
1966,4327.43785
1967,3230.56895
1968,4762.37831
1969,4356.53846
1970,4879.94062
1971,4767.12273
1972,5813.3793
1973,8022.52654
1974,7494.98273
1975,7674.65798
1976,7897.42149
1977,8528.4511
1978,8536.72131
1979,11273.04248
1980,8059.10012
1981,8145.25204
1982,8310.5687
1983,6946.26543
1984,7448.65361
1985,9772.89888
1986,10750.31304
1987,10620.03434
1988,11010.66833
1989,11989.45033
1990,12383.97911
1991,12862.83521
1992,13019.74675
1993,12229.54816
1994,13979.51434
1995,14455.03971
1996,16027.15577
1997,15714.21035
1998,15046.17204
1999,15331.87774
2000,13131.89555
2001,13478.69477
2002,15359.3053
2003,12958.30318
2004,13783.68536
2005,13934.17608
2006,13289.53742
2007,12918.9616
2008,10510.96487
2009,9516.87161
