years,data
1960,0.0
1961,0.0
1962,0.0
1963,0.0
1964,7101.27337
1965,7687.9126
1966,8636.06939
1967,7192.58642
1968,7707.42298
1969,8446.85842
1970,8958.27035
1971,8952.84549
1972,9585.75949
1973,9695.25601
1974,9618.84912
1975,8269.39462
1976,10025.22018
1977,10453.07923
1978,12570.06586
1979,12728.88981
1980,12239.09937
1981,10561.19228
1982,9833.7373
1983,11554.45569
1984,15445.42129
1985,11876.16197
1986,7935.83347
1987,8847.16525
1988,6968.7059
1989,6556.97117
1990,6543.50323
1991,5036.8739
1992,5985.90674
1993,5986.80803
1994,4639.71613
1995,4054.19383
1996,4506.13443
1997,4368.45047
1998,6484.78551
1999,8789.24623
2000,5886.46323
2001,6263.49624
2002,8171.10687
2003,6422.63827
2004,4072.7802
2005,4988.68462
2006,7085.47516
2007,7893.39342
2008,8586.12233
2009,4670.21357
