years,data
1960,91841.40141
1961,94332.27624
1962,97771.0594
1963,101354.9706
1964,104174.6542
1965,107851.091
1966,113462.8705
1967,117779.832
1968,127038.3063
1969,134024.3281
1970,141393.2016
1971,148620.4628
1972,159242.0118
1973,169451.0443
1974,167864.7998
1975,175538.3758
1976,186703.3654
1977,195017.2495
1978,201990.6972
1979,195984.4587
1980,180997.2301
1981,185174.9967
1982,190662.8376
1983,195020.0804
1984,196754.5879
1985,205419.0443
1986,209512.8899
1987,205337.5009
1988,208680.0131
1989,203519.7375
1990,205401.9491
1991,198780.2451
1992,200685.6388
1993,207441.1074
1994,218772.1009
1995,213427.7433
1996,226380.7566
1997,224997.3589
1998,236779.3065
1999,242992.0107
2000,249818.8647
2001,256552.5228
2002,268489.8395
2003,269532.0037
2004,275724.2408
2005,278350.1484
2006,285418.8007
2007,290605.7076
2008,288139.3551
2009,289453.8703
