years,data
1960,8.19639
1961,7.41809
1962,6.20489
1963,5.87679
1964,5.0
1965,4.0
1966,0.0
1967,0.0
1968,0.0
1969,0.0
1970,0.0
1971,0.0
1972,0.0
1973,0.0
1974,0.0
1975,0.0
1976,0.0
1977,0.0
1978,0.0
1979,0.0
1980,0.0
1981,0.0
1982,0.0
1983,0.0
1984,0.0
1985,0.0
1986,0.0
1987,0.0
1988,0.0
1989,0.0
1990,0.0
1991,0.0
1992,0.0
1993,0.00415
1994,0.0
1995,0.0
1996,7.62715
1997,18.57747
1998,20.72414
1999,19.44313
2000,30.3664
2001,33.88099
2002,44.35919
2003,90.0
2004,81.346
2005,70.606
2006,61.754
2007,67.019
2008,68.544
2009,70.907
