years,data
1960,401836.8404
1961,416866.834
1962,442531.7283
1963,510390.3671
1964,549281.2928
1965,552686.9465
1966,592665.1691
1967,625192.7514
1968,652171.9528
1969,685225.8041
1970,700598.2193
1971,724795.2056
1972,791747.5054
1973,848206.9872
1974,860732.2454
1975,813361.2371
1976,949661.8088
1977,1085289.872
1978,1168796.287
1979,1310594.464
1980,1401800.459
1981,1060456.812
1982,926327.2718
1983,896948.3919
1984,927851.7327
1985,907783.5531
1986,935042.1529
1987,960599.1874
1988,1052251.232
1989,1011472.29
1990,1139505.723
1991,1099645.415
1992,1191453.0
1993,1164589.226
1994,1194775.963
1995,1151996.187
1996,1303708.721
1997,1392677.045
1998,1323473.13
1999,1304767.718
2000,1278375.989
2001,1218357.197
2002,1214332.011
2003,1300384.411
2004,1387384.738
2005,1331911.898
2006,1625546.218
2007,1562144.494
2008,1371681.408
2009,1214199.386
