years,data
1970,0.71659
1971,0.75316
1972,0.75082
1973,0.89169
1974,1.53826
1975,2.00583
1976,2.11933
1977,2.47523
1978,2.85616
1979,3.95596
1980,6.33974
1981,7.46961
1982,7.09057
1983,6.27407
1984,6.04444
1985,5.66667
1986,3.56296
1987,3.85185
1988,3.57037
1989,4.15556
1990,5.40741
1991,4.63704
1992,4.31852
1993,4.01481
1994,3.72593
1995,3.74074
1996,4.56296
1997,4.24444
1998,3.14815
1999,3.7037
2000,6.25926
2001,5.46667
2002,5.05926
2003,6.17037
2004,8.4963
2005,12.78519
2006,14.4963
2007,15.74815
2008,22.52593
2009,12.37778
