years,data
1960,142021.5216
1961,127464.7602
1962,139971.59
1963,139847.6232
1964,139967.0339
1965,144694.38
1966,133003.0308
1967,131356.8333
1968,134063.1849
1969,172646.4762
1970,188524.8672
1971,203151.3563
1972,267591.594
1973,312656.9091
1974,322256.9135
1975,318224.28
1976,338953.9552
1977,433775.7493
1978,470690.3477
1979,516680.9658
1980,415828.0609
1981,522881.8122
1982,519782.1539
1983,554425.7517
1984,485559.8322
1985,461392.5608
1986,427310.928
1987,406618.2847
1988,400659.898
1989,416423.7785
1990,391368.0372
1991,421231.3257
1992,442105.4332
1993,475131.5566
1994,477300.0649
1995,510225.5788
1996,559520.0446
1997,569265.6089
1998,617279.4224
1999,605336.9612
2000,639004.5757
2001,678426.4246
2002,662096.792
2003,652690.4068
2004,700865.1038
2005,743018.5349
2006,821948.8336
2007,840546.666
2008,843209.5887
2009,768946.4701
