years,data
1960,295299.0591
1961,299646.4367
1962,315783.193
1963,336530.343
1964,361105.8725
1965,370505.6325
1966,385923.8156
1967,401385.9408
1968,435181.6858
1969,476901.6578
1970,489327.4822
1971,504520.9326
1972,563885.8486
1973,610186.6703
1974,610817.4633
1975,597409.3564
1976,640724.0274
1977,700900.6464
1978,737932.0691
1979,804777.7143
1980,788661.3648
1981,771647.0423
1982,741835.3933
1983,742061.3176
1984,808692.9129
1985,803792.14
1986,804431.4156
1987,822845.3463
1988,873330.671
1989,880219.0729
1990,889227.4566
1991,905201.7718
1992,941559.6537
1993,926621.7292
1994,976215.3092
1995,981358.7587
1996,1069685.906
1997,1147327.04
1998,1159651.967
1999,1148923.772
2000,1119677.864
2001,1108190.786
2002,1147561.105
2003,1156607.035
2004,1196967.096
2005,1159325.883
2006,1243228.296
2007,1251159.53
2008,1160804.084
2009,1139740.267
