years,data
1970,2.66044
1971,2.73462
1972,2.69975
1973,2.7873
1974,3.97545
1975,4.36022
1976,4.55947
1977,4.84773
1978,4.87735
1979,6.58939
1980,9.26158
1981,10.50106
1982,9.82744
1983,8.73501
1984,8.65772
1985,8.78698
1986,6.4683
1987,7.18789
1988,7.32381
1989,7.91548
1990,9.1641
1991,9.08681
1992,9.05083
1993,8.90491
1994,8.9782
1995,9.27785
1996,9.71894
1997,9.51707
1998,8.21144
1999,8.88198
2000,11.33436
2001,10.71363
2002,10.29839
2003,11.61513
2004,13.90872
2005,17.38597
2006,19.84898
2007,21.47078
2008,24.92794
2009,17.77233
