years,data
1970,0.73506
1971,0.76214
1972,0.77514
1973,0.77361
1974,1.56381
1975,1.76904
1976,1.851
1977,1.99779
1978,2.22205
1979,2.51259
1980,3.79301
1981,5.18203
1982,4.41592
1983,4.23738
1984,4.18522
1985,4.20109
1986,4.57673
1987,3.3466
1988,3.21436
1989,2.84357
1990,2.93561
1991,3.32637
1992,2.32804
1993,3.13528
1994,2.94232
1995,3.17794
1996,3.32245
1997,3.48593
1998,3.5352
1999,3.73052
2000,3.80139
2001,3.79284
2002,3.82663
2003,4.21981
2004,4.73928
2005,5.29769
2006,5.73411
2007,6.15972
2008,6.37485
2009,6.71933
