years,data
1960,144634.8679
1961,148046.6125
1962,159053.4399
1963,175326.2491
1964,191968.0686
1965,195111.2607
1966,204672.8675
1967,211455.9111
1968,226338.0808
1969,253247.7094
1970,258783.3297
1971,266666.1886
1972,306492.0111
1973,330507.1472
1974,328470.7844
1975,304819.4099
1976,336294.0022
1977,374372.9692
1978,393571.2256
1979,454180.7107
1980,463198.2298
1981,437946.8629
1982,403852.6868
1983,388122.97
1984,455423.585
1985,434264.9945
1986,428462.5198
1987,451797.8302
1988,489446.5318
1989,496816.134
1990,506188.2584
1991,530698.2304
1992,560027.1626
1993,545677.5186
1994,585962.2698
1995,594412.019
1996,651234.4874
1997,717835.3449
1998,703692.5981
1999,689650.149
2000,644637.2928
2001,614357.1933
2002,642646.4324
2003,666664.5035
2004,703279.6619
2005,663072.0383
2006,726544.3659
2007,728598.0185
2008,646913.5807
2009,648297.9615
