years,data
1960,51469.61567
1961,57464.3313
1962,63071.10552
1963,33383.37891
1964,33389.5043
1965,32576.86916
1966,31931.49511
1967,29829.70821
1968,33274.25159
1969,30989.70064
1970,27681.29787
1971,31948.08071
1972,32738.48245
1973,40556.81929
1974,51971.59117
1975,69988.03812
1976,113349.9366
1977,128213.6229
1978,111530.1858
1979,103219.5129
1980,97865.33799
1981,86480.68671
1982,75808.21579
1983,67951.32848
1984,58343.95538
1985,58757.09873
1986,50198.35018
1987,50408.97259
1988,61131.56998
1989,56240.44869
1990,50594.06507
1991,57938.60922
1992,37984.73967
1993,35956.12924
1994,40182.76765
1995,36869.22395
1996,37193.03384
1997,40834.61462
1998,49706.12535
1999,46749.76218
2000,49798.13337
2001,45074.13104
2002,48420.54693
2003,45452.69435
2004,40928.75829
2005,40700.7837
2006,69765.08866
2007,68454.20648
2008,72841.64882
2009,77865.2108
