years,data
1960,72395.41263
1961,73902.65634
1962,79371.96048
1963,91684.65859
1964,98529.77873
1965,99051.80293
1966,107249.7239
1967,112297.1366
1968,118152.9196
1969,123568.703
1970,125875.153
1971,129760.9611
1972,141389.164
1973,152675.2796
1974,154228.8332
1975,145889.2643
1976,169167.7706
1977,193448.9311
1978,208033.7448
1979,240949.6861
1980,251131.0387
1981,194741.9632
1982,164771.217
1983,167015.137
1984,165367.2036
1985,159901.036
1986,163706.4751
1987,169457.7314
1988,184516.797
1989,179137.872
1990,200482.3072
1991,194167.0611
1992,211296.8084
1993,208979.3041
1994,214572.3053
1995,206918.5442
1996,234898.0665
1997,250295.0375
1998,238180.797
1999,236251.0955
2000,232331.3335
2001,216745.7318
2002,216722.3532
2003,229562.1778
2004,246764.4679
2005,236278.2575
2006,288242.785
2007,276996.7016
2008,243207.7066
2009,216202.5946
