years,data
1960,50154.98177
1961,52022.85304
1962,47721.24979
1963,42717.86659
1964,43884.2564
1965,48966.77921
1966,51980.12089
1967,49944.1609
1968,62938.87125
1969,64351.45971
1970,62756.82021
1971,60470.71299
1972,67559.72792
1973,78101.59584
1974,76691.32086
1975,75871.68555
1976,75964.66534
1977,82565.80703
1978,84175.21416
1979,89720.8005
1980,65818.6753
1981,70519.70929
1982,80451.75036
1983,75816.82064
1984,87063.95791
1985,93531.88383
1986,110360.0582
1987,116904.6119
1988,108935.5132
1989,125462.5766
1990,115298.0231
1991,120335.4345
1992,133856.0867
1993,117234.4637
1994,114104.0195
1995,117897.9075
1996,110543.9195
1997,122677.2841
1998,110086.5272
1999,94267.21986
2000,96346.13836
2001,96563.3496
2002,121061.9406
2003,115899.6095
2004,120886.6667
2005,137564.5865
2006,152714.6303
2007,192261.4163
2008,298182.5907
2009,303697.0626
