years,data
1970,8440.68004
1971,8281.29919
1972,9728.73758
1973,10018.22525
1974,9784.03298
1975,8922.07528
1976,10486.60981
1977,11397.35756
1978,12545.55026
1979,12672.40441
1980,7467.34091
1981,7881.39563
1982,7624.58911
1983,8612.12161
1984,8786.11065
1985,8749.08664
1986,13332.28046
1987,13275.59138
1988,13811.0827
1989,50944.50424
1990,39631.95327
1991,40087.65203
1992,45740.2869
1993,49736.25198
1994,50583.70475
1995,66530.17386
1996,68188.62258
1997,75901.00629
1998,68149.88645
1999,52581.30571
2000,54724.18126
2001,43749.12869
2002,56268.92297
2003,51784.82619
2004,40083.59667
2005,46974.62759
2006,47248.03146
2007,50126.47115
2008,63084.04585
2009,30451.85582
